경도,위도,ADDRESS,행정동코드,do,si,gu,dong,설치개수
127.1430796,37.44004693,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1397276,37.4396712,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1395538,37.44003938,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1396698,37.43977891,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1541656,37.45712987,경기도 성남시 수정구 산성동,4113160000,경기도,성남시,수정구,산성동,1
127.1540972,37.45718344,경기도 성남시 수정구 산성동,4113160000,경기도,성남시,수정구,산성동,1
127.1542634,37.45748198,경기도 성남시 수정구 산성동,4113160000,경기도,성남시,수정구,산성동,1
127.1389528,37.44417092,경기도 성남시 수정구 태평2동,4113155000,경기도,성남시,수정구,태평2동,1
127.1403291,37.44142365,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1403311,37.44124345,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1343409,37.4393526,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1342749,37.43918993,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1340962,37.43900841,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1344914,37.43903833,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1346809,37.43828281,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1371934,37.43695855,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1374085,37.43692408,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1368055,37.44023563,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1363815,37.44075516,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.129646,37.43686727,경기도 성남시 수정구 수진2동,4113158000,경기도,성남시,수정구,수진2동,1
127.1363749,37.44034062,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1362126,37.44069986,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1360453,37.44050941,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1397446,37.4401579,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1395396,37.44030058,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1394933,37.44039036,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1397826,37.43979775,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1393657,37.44067777,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1428045,37.44038734,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1424776,37.44031289,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1420269,37.44019249,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1418322,37.44042535,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1430757,37.44038931,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1421702,37.4405089,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1349639,37.43823983,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1347386,37.43817511,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1345815,37.43906602,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1344423,37.43937137,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1372112,37.43738219,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1358972,37.44060745,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1351492,37.43784471,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1348082,37.43802243,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1349241,37.43777098,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1348227,37.43774321,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1348032,37.43747274,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1345974,37.43767848,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1361062,37.4401224,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1329915,37.43974821,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1329427,37.44006323,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1332297,37.43967787,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1364118,37.43712406,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
